SampleID,YEAR,MONTH,REGION,SUB_REGION_NAME,rugosityMethod,rugosity,Acropora,Agaricia,Cladocora,Colpophyllia,Dendrogyra,Dichocoenia,Diploria,Eusmilia,Favia,Helioseris,Isophyllia,Madracis,Manicina,Meandrina,Montastraea,Mussa,Mycetophyllia,Oculina,Orbicella,Other,Phyllangia,Porites,Pseudodiploria,Scolymia,Siderastrea,Solenastrea,Stephanocoenia,Tubastraea
12021341-2021,2021,8,PRICO,NPRICO,MEAN_RUG,0.126666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12028451-2021,2021,8,PRICO,EPRICO,MEAN_RUG,0.603333333333333,0,861.581785247001,0,0,0,0,0,0,0,0,0,117.809724509617,0,0,19.6349540849362,0,0,0,673.400385296972,0,0,814.457895443154,116.631627264521,0,218.340689424491,0,0,0
12049045-2021,2021,8,PRICO,EPRICO,MEAN_RUG,0.16,0,7.85398163397448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.987785581489,43.1968989868597,0,42.2151512826128,0,0,0
12076352-2021,2021,8,PRICO,NPRICO,MEAN_RUG,0.286666666666667,0,28.2743338823081,0,0,0,0,0,0,0,0,0,1095.23773885774,0,0,0,0,0,0,0,0,0,95.0331777710912,0,12.566370614359201,48.6946861306418,0,0,0
12104115-2021,2021,12,PRICO,EPRICO,MEAN_RUG,0.316666666666667,0,981.590624614131,0,0,0,0,0,0,0,0,0,507.681372820111,0,0,34.5575191894877,0,0,0,146.241138024605,0,0,1009.70787886376,0,0,470.453499875071,0,19.6349540849362,0
12138448-2021,2021,8,PRICO,NPRICO,MEAN_RUG,0.0933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.814150222053,0,0,0,0,0,0
12145361-2021,2021,8,PRICO,NPRICO,MEAN_RUG,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.707963267949,0,0,0,0,0,0
12172756-2021,2021,8,PRICO,NPRICO,MEAN_RUG,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.90706003885,0,0,0,0,0,0
12269266-2021,2021,12,PRICO,EPRICO,MEAN_RUG,0.353333333333333,0,1586.34721043017,0,0,0,0,0,0,0,0,0,0,0,0,27.4889357189107,0,0,0,490.873852123405,0,0,428.670317582327,0,0,168.075206967054,0,290.267453228429,0
12310488-2021,2021,8,PRICO,NPRICO,MEAN_RUG,0.186666666666667,0,194.778744522567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.657601948772,0,12.566370614359201,0,0,0,0
5597018-2021,2021,11,PRICO,SWPRICO,MEAN_RUG,1.03333333333333,0,6508.51604025831,0,0,0,0,0,70.6858347057703,0,18.8495559215388,0,0,0,0,1159.91527761352,0,0,0,15356.3248022327,208.915911463721,0,1110.82789240118,0,0,1384.6569620697,1569.2255304681,244.651527898305,0
7214021-2021,2021,8,PRICO,SWPRICO,MEAN_RUG,0.132,0,14.1371669411541,0,0,0,0,0,0,0,0,0,0,0,275.439135903485,0,0,0,0,0,0,0,190.066355542182,0,0,0,0,12.566370614359201,0
1132493-2021,2021,1,SEFCRI,South Palm Beach,MEAN_RUG,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.628270299753,0,0,0,0,0,0,279.051967455113,0,0,6.28318530717959,0,195.878301951324,0
1106261-2021,2021,1,SEFCRI,South Palm Beach,MEAN_RUG,0.646666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.371669411541,0,0,0,0,0,0,23.5619449019234,0,0,55.6061899685393,0,260.123871717235,0
358129-2019,2019,8,STTSTJ,EDGE,MEAN_RUG,0.278,0,43.1968989868597,0,0,0,0,0,0,0,0,0,164.933614313464,0,18.8495559215388,64.4026493985908,0,0,0,1556.85550939459,0,0,666.017642561036,418.57795118267,0,454.352837525424,0,36.9137136796801,0
384754-2019,2019,8,STTSTJ,EDGE,MEAN_RUG,0.322666666666667,0,518.205708209636,0,0,0,0,0,0,0,0,0,613.788664695106,0,204.753301197715,708.389873476328,0,0,0,1411.04634035986,0,0,1135.09669565016,689.42250783028,0,790.503251459532,0,58.1194640914112,0
366534-2021,2021,8,STTSTJ,EDGE,MEAN_RUG,0.583333333333333,0,353.429173528852,0,0,0,0,0,0,0,0,0,83.2522053201295,0,0,0,0,0,0,9105.08163835845,0,0,2938.80284780057,0,0,0,0,25.1327412287183,0
429646-2019,2019,8,STTSTJ,EDGE,MEAN_RUG,0.346666666666667,0,585.435790996458,0,0,0,0,0,0,0,0,0,148.675872331137,0,119.380520836412,876.111651269854,0,0,0,3232.42395118671,0,0,521.567212348977,0,0,482.352282050543,0,27.4889357189107,0
426842-2021,2021,8,STTSTJ,EDGE,MEAN_RUG,0.196666666666667,0,171.216799620644,0,0,0,0,0,0,0,0,0,9.42477796076938,0,0,0,0,0,0,170.235051916397,0,0,188.495559215388,0,0,360.968995897467,0,15.707963267949,0
440859-2019,2019,7,STTSTJ,EDGE,MEAN_RUG,0.196666666666667,0,0,0,0,0,0,0,0,0,0,0,164.933614313464,0,0,535.64154743706,0,0,0,236.012148100933,0,0,424.664786949,0,0,611.157580847724,0,81.6814089933346,0
443666-2019,2019,7,STTSTJ,EDGE,MEAN_RUG,0.3,0,464.484473833251,0,1225.22113490002,0,367.566340470006,0,91.8915851175014,0,0,0,84.3517627488859,0,83.2522053201295,547.501059704361,0,0,0,662.797510091107,0,0,202.711265972881,0,0,969.259873448791,0,110.269902141002,0
474080-2019,2019,7,STTSTJ,MSR,MEAN_RUG,0.88,0,78.8147056969339,0,0,0,0,973.108324449438,0,0,0,0,0,0,923.628240155399,1282.63374064437,0,0,0,2943.79012613815,0,0,96.1327351998477,224.309715466311,0,755.160334106647,0,0,0
475483-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.0206666666666667,735.352592425763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7809724509618,0,0,578.75990660758,0,0,154.801978005637,0,0,0
476880-2019,2019,7,STTSTJ,MSR,MEAN_RUG,0.313333333333333,0,26.3893782901543,0,28.2743338823081,0,24.1902634326414,0,0,0,0,0,0,0,0,42.4115008234622,0,0,0,0,0,0,42.4115008234622,0,0,524.096194435117,0,0,0
476888-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.321333333333333,0,942.831225250467,0,0,0,0,0,0,0,0,0,127.587931643915,0,0,388.732820973567,0,0,0,2945.17242690573,0,0,915.931338154104,0,0,19.6349540849362,0,80.346232115559,0
478282-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.0226666666666667,167.289808803656,192.815249114074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.709366506319,0,0,0,0,0,0
565033-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.516666666666667,0,779.193517906608,0,0,0,0,0,0,0,0,0,0,0,345.575191894877,113.097335529233,0,54.4280927234432,0,6611.6388191124,0,0,714.869408324357,0,0,85.5298599939821,0,0,0
523962-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.346666666666667,0,248.185819633594,0,246.073098574055,0,0,0,0,0,0,0,31.8086256175967,0,0,0,0,0,0,6308.54581387569,0,0,1161.87877302202,0,0,3.29867228626928,0,0,0
579016-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.363333333333333,0,57.0984464789945,0,0,0,0,0,0,0,0,0,86.7079572390783,0,0,72.5707902979242,0,0,0,1974.01974388315,0,0,33.9292006587698,0,0,238.446882407465,0,0,0
525395-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.683333333333333,0,1323.77289644313,0,0,0,0,0,0,0,0,0,32.9867228626928,0,0,0,0,0,0,16239.1358998363,0,0,1307.68794205675,0,0,20.0276531666349,0,0,0
587750-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.444,0,112.31193736583501,0,0,0,0,0,24.7400421470196,0,0,0,31.4159265358979,0,93.4623814442963,165.129963854313,0,0,0,19540.4314159713,0,0,822.311877077128,0,0,623.606141737574,0,123.386051469739,0
590301-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.5,0,1544.87818740278,0,0,0,0,0,0,0,0,0,140.664811064483,0,165.719012476862,75.712382951514,0,0,0,1356.34335827922,0,0,672.614987133575,0,17.6714586764426,579.623844587317,0,229.022104446696,0
583289-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.393333333333333,0,10333.4836358202,0,0,0,0,0,0,0,0,0,455.53093477052,0,0,0,0,0,0,3551.97890192823,0,0,1867.7396644122,0,19.6349540849362,1257.02976051762,717.343412539059,0,0
584694-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.433333333333333,0,1320.27787461601,0,0,0,0,0,0,0,0,0,386.730055656904,0,0,66.7588438887831,0,0,0,290.361701008037,0,0,123.739480643268,0,0,566.900394340278,0,0,0
610709-2019,2019,7,STTSTJ,SLRK,MEAN_RUG,0.3,0,923.039191532851,0,0,0,0,0,0,0,0,0,111.919238284136,0,0,78.6183561560846,0,0,0,5853.51753392974,0,0,1211.30387944462,0,0,12.566370614359201,0,0,0
622817-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.143333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6028752058656,0,0,0,0,0,0,232.634935998324,155.508836352695,0,434.325184358789,0,19.7920337176157,0
602264-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.506,0,1028.08619588726,0,0,0,0,0,0,0,23.5619449019234,0,184.72564803108,0,0,0,0,0,0,6964.91091300857,0,0,3474.44439523763,0,0,368.351738633403,0,0,0
632098-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.34,0,553.705705195201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.42000465787,0,0,769.077589562049,0,0,198.73715126609,0,148.534500661725,0
633488-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.513333333333333,0,118.752202305694,0,0,0,0,393.95571876016,0,0,0,0,156.215694699752,0,0,297.273204845934,0,0,0,4047.10961209725,0,0,1507.25761537604,0,0,926.330009837487,0,0,0
635911-2019,2019,8,STTSTJ,SLRK,MEAN_RUG,0.347333333333333,0,442.964564156161,0,0,0,0,0,0,0,0,0,21.7555291261093,0,0,0,0,0,0,3538.45434555452,0,0,2359.46960053371,247.400421470196,0,154.849101895441,0,35.9712358836031,0
637947-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.13,0,0,0,0,0,0,0,0,0,14.1371669411541,0,0,0,0,0,0,0,0,241.902634326414,0,0,34.6360590058275,0,0,23.9546439836222,0,24.7400421470196,0
637973-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.137333333333333,0,93.3053018116169,0,0,0,0,0,0,0,0,0,34.5575191894877,0,50.8938009881547,0,0,0,0,0,0,0,150.089589025252,0,0,167.446888436336,0,39.5840674352314,0
638757-2019,2019,8,STTSTJ,SLRK,MEAN_RUG,1.2,0,1185.95122673015,0,0,0,0,0,0,0,0,0,0,0,0,112.31193736583501,0,703.716754404114,0,11.6238928182822,0,0,1873.33169933559,0,0,0,0,0,0
615241-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.0926666666666667,0,215.199096770901,0,0,0,38.484510006475,0,0,0,0,0,0,0,18.8495559215388,69.1150383789754,0,0,0,349.345103079185,0,0,146.084058391925,0,0,141.842908309579,73.8274273593601,43.9822971502571,0
640158-2019,2019,8,STTSTJ,SLRK,MEAN_RUG,0.969333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9867228626928,0,0,0,0,0,0
616307-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.417333333333333,0,662.247731376728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268.56047824879,0,0,1064.68575030158,0,0,405.265452313083,0,0,0
639101-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.546666666666667,0,1757.24985078545,0,0,0,0,0,0,0,0,0,464.170314567892,0,0,25.1327412287183,0,0,0,2633.71493122883,0,0,380.721759706913,0,0,497.911019667446,0,0,0
619059-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.414666666666667,0,1134.90034610931,0,0,0,0,0,0,0,0,0,0,0,0,47.1238898038469,0,0,0,7639.56793536698,0,0,2898.90462109998,0,0,27.4889357189107,0,0,0
639364-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.990031596496,0,0,332.930281464178,0,97.7820713429823,0
643585-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622804-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.273333333333333,0,266.249977391735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.957952717425,0,0,403.891005527138,0,0,0
656031-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.94,139.800873084746,11421.2600921257,0,0,0,0,0,0,0,0,0,106.185831691335,0,0,965.050139292981,0,0,0,14623.1870326277,0,0,1660.76368641207,0,0,1193.80520836412,0,0,0
626705-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.123333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.407069082156,0,0,0,0,0,134.617245206323,0,0,0
665983-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.180666666666667,0,252.898208613978,0,0,0,0,0,0,0,0,0,39.8982267005904,0,0,0,0,0,0,0,0,0,9.42477796076938,0,0,0,0,0,0
628108-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.324,0,329.867228626928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.459610098762,0,0,191.087373154599,0,0,0
629558-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.416,0,11.7809724509617,0,0,0,0,0,0,0,0,0,0,0,9.42477796076938,12.566370614359201,0,0,0,208.915911463721,0,0,855.455679572501,0,0,331.438024953723,0,0,0
634554-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.0133333333333333,0,1019.44681608989,0,0,0,0,0,0,0,0,0,0,0,0,156.294234516092,0,0,0,0,0,0,0,0,0,0,0,0,0
677299-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.776666666666667,0,3055.19885561607,0,0,0,0,0,0,0,0,0,524.645973149495,0,0,432.283149133956,0,0,0,30862.7706094171,0,0,178.285383091221,0,0,394.269878025519,0,0,0
676018-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.566370614359201,0,0,0
677424-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.456,0,811.237762973224,0,0,0,0,0,0,0,0,0,111.526539202438,0,0,70.6858347057703,0,0,0,408.407044966673,0,0,410.763239456865,0,0,858.283112960732,0,47.9092879672443,0
678410-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.22,0,38.484510006475,0,0,0,0,0,0,0,0,0,0,0,0,182.212373908208,0,0,0,264.67918106494,0,0,796.393737685013,28.2743338823081,0,1549.51203656683,54.9778714378214,0,0
651307-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.426666666666667,0,820.741080750333,0,0,0,0,0,0,0,0,0,65.9734457253857,0,0,0,0,0,0,5556.73127594512,0,0,2540.37035950905,0,0,263.893782901543,0,0,0
681134-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0,78.5398163397448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653395-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.00666666666666667,0,456.630492199276,0,0,0,0,0,0,0,0,0,0,0,0,129.590696960579,0,0,0,50.2654824574367,0,0,648.518971480541,0,0,457.180270913655,0,23.5619449019234,0
684204-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.0533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666661-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.443333333333333,0,358.926960672634,0,0,0,0,0,0,0,0,0,0,0,0,32.9867228626928,0,0,0,726.886000224338,0,0,268.606171881927,0,0,647.560785721196,0,0,0
668136-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.422666666666667,0,1127.04636447534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907.60683275043,0,0,922.842841992002,252.898208613978,0,41.7831822927442,0,14.8440252882118,0
687216-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6349540849362,0,0,0,0,0,0,0,0,0,33.9292006587698,0,56.5486677646163,0
689932-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.618,0,1719.47219912603,0,0,0,0,0,0,0,47.1238898038469,0,79.1681348704628,0,0,56.155968682917504,0,0,0,18191.2037650525,0,0,1371.58008264913,0,12.566370614359201,332.53758238248,0,0,0
690027-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.334666666666667,0,1708.24100538945,0,0,0,0,0,0,0,0,0,109.955742875643,0,77.7544181763474,215.5917958526,0,0,0,2925.52961883915,0,0,342.433599241287,0,18.8495559215388,1492.64920953685,0,12.566370614359201,0
672816-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.292,0,1091.70344712245,0,0,0,0,0,0,0,0,0,0,0,0,69.1150383789754,0,0,0,234.519891590478,0,0,1005.30964914873,0,0,273.94687939303,0,23.5619449019234,0
847979-2019,2019,8,STTSTJ,STJ,MEAN_RUG,0.106666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79645943005142,0
693917-2019,2019,7,STTSTJ,STT,MEAN_RUG,0.51,0,219.911485751286,0,0,0,0,0,0,0,0,0,0,0,220.539804282003,78.5398163397448,0,0,0,8692.94395211564,0,0,1295.90696960579,0,0,1523.67243699105,376.991118430775,480.663675999238,0
674345-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.056,0,1517.07509241851,0,0,0,0,0,0,0,19.2422550032375,0,0,0,0,0,0,0,0,2422.46638721982,0,0,3881.71261286738,0,0,688.77062735466,0,70.2931356240716,0
695581-2019,2019,8,STTSTJ,STJ,MEAN_RUG,0.171333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.344010216035,0,0,0,559.203492338983,0,0,85.7654794430014,0,0,36.2853951489621,0,0,0
699181-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.606666666666667,0,0,0,0,0,0,17.6714586764426,0,0,0,0,43.1968989868597,0,0,121.501095877585,0,0,0,75.8694625841935,0,0,868.359771397121,51.0508806208341,0,1381.80596673657,0,73.9609450471377,0
675149-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.324,0,175.693569152009,0,0,0,0,0,0,0,0,0,31.4159265358979,0,0,0,0,0,0,2054.93931665799,0,0,1108.77800319471,0,0,0,0,0,0
699500-2019,2019,7,STTSTJ,STT,MEAN_RUG,0.263333333333333,0,100.138265833175,0,0,0,0,0,7.85398163397448,0,0,0,0,0,56.8628270299753,0,0,0,0,2632.49756407557,0,0,453.017660647648,0,0,1006.40920657749,0,261.851747676709,0
699547-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.0893333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678526-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.567333333333333,0,86.3937979737193,0,0,0,0,0,0,0,0,0,308.661478215197,0,0,401.024302230737,0,0,0,1846.83236530256,0,0,4108.68482810761,153.152641862502,0,1066.55499793047,0,364.424747816416,0
701165-2019,2019,8,STTSTJ,STJ,MEAN_RUG,1.22466666666667,0,94.2477796076938,0,326.568556340659,0,0,0,0,0,0,0,0,0,0,1461.46890244997,0,0,0,3404.11984368702,0,0,429.408591855921,0,0,5744.51997681345,0,201.061929829747,0
703697-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.32,0,49.4800842940392,0,0,0,78.5398163397448,0,0,0,0,0,0,0,0,0,0,0,0,3316.73644402742,0,0,240.331837999619,0,0,1187.52202305694,0,0,0
703739-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.247333333333333,0,120.951317163207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.86277879901,0,0,128.805298797182,122.522113490002,27.2140463617216,0
681357-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.006,0,81.2887099116359,0,0,0,0,0,0,0,0,0,0,0,0,265.543119044677,0,0,0,0,0,0,6.28318530717959,0,0,3.95840674352314,0,27.0569667290421,0
684154-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.274,225.079405666441,126.763263572348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.371083792306,0,0,673.37682335207,0,84.8230016469244,0
682809-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.0206666666666667,0,350.91589940598,0,0,0,0,0,0,0,0,0,360.340677366749,0,0,159.632176710531,0,0,0,0,0,0,1467.45363645506,84.6659220142449,0,331.359485137383,0,15.707963267949,0
705066-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.67,0,61.1039771123215,0,0,0,0,183.469010969644,0,0,0,0,0,0,0,1747.35383392664,0,0,0,87.9645943005142,0,0,351.151518854999,408.878283864712,0,5713.37893963474,0,49.4800842940392,0
682907-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.462666666666667,0,1252.31737153723,0,0,0,0,0,0,0,0,0,235.619449019234,0,589.048622548086,0,0,0,0,13094.4723394276,0,0,1404.13483652196,0,0,92.8340629135784,0,0,0
707643-2019,2019,7,STTSTJ,STT,MEAN_RUG,0.494,0,1574.80185742822,0,0,0,0,0,0,0,0,0,340.313024200114,0,0,205.491575471308,0,0,0,498.178055043001,0,0,1862.93302765221,342.119439975928,0,2037.48776946729,0,63.8528706842125,0
708127-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.99,0,643.39817545519,0,0,0,0,0,0,0,0,15.707963267949,101.316363078271,0,32.9867228626928,38.484510006475,0,0,0,15307.9207134225,0,0,11619.4239027325,0,0,1962.90635987107,0,49.4800842940392,0
709273-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.106144752009,0,0,0,494.800842940392,0,0,201.061929829747,0,0,1227.57732939021,138.230076757951,0,0
709300-2019,2019,7,STTSTJ,STT,MEAN_RUG,0.236666666666667,0,38.8772090881737,0,0,0,42.4115008234622,0,0,0,0,0,0,0,0,0,0,0,0,321.620547911255,0,0,253.526527144696,0,0,1024.78752360099,0,58.7477826221291,0
685555-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710705-2019,2019,7,STTSTJ,STT,MEAN_RUG,0.364,0,1004.68133061802,0,0,50.2654824574367,0,0,0,0,0,0,50.2654824574367,0,273.397100678652,0,0,37.6991118430775,0,1625.73492832455,0,0,1521.31624250086,251.327412287183,0,1864.92793898724,0,92.6769832808989,0
689382-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.4,0,8037.17575558694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403.34943835856,0,0,168.075206967054,0,0,1526.02863148124,0,0,0
691027-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.186,0,87.9645943005142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.261056745001,0,0,1297.87046501428,0,151.385495994858,0
689984-2021,2021,8,STTSTJ,STJ,MEAN_RUG,0.650666666666667,0,174.358392274234,0,0,31.4159265358979,0,0,0,0,0,0,120.951317163207,0,387.986692718339,0,0,0,0,4417.37772224934,0,0,5355.33947888674,0,0,137.444678594553,0,0,0
713149-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.296666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1327412287183,0,0,0,0,0,0,90.3207887907066,0,0,226.273210874805,0,0,0
691226-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.33,0,667.274279622472,0,23.5619449019234,0,0,0,0,0,0,0,682.039765094344,0,0,8.48230016469244,0,0,0,558.166766763299,0,0,1199.74281847941,50.2654824574367,0,422.544211907827,0,0,0
689635-2021,2021,8,STTSTJ,STT,MEAN_RUG,0.953333333333333,0,27.4889357189107,0,0,0,0,0,0,0,0,0,0,0,0,65.9734457253857,0,0,0,149.225651045515,0,0,458.829607056789,106.028752058656,0,859.225590756808,0,0,0
713479-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.446666666666667,0,951.11717587431,0,0,0,0,628.318530717959,65.9734457253857,0,0,0,0,0,77.7544181763474,565.486677646163,0,0,0,4921.46197148109,0,0,2754.39135903485,375.341782287641,0,8063.23526664846,603.971187652638,250.070775225748,0
712324-2019,2019,8,STTSTJ,MSR,MEAN_RUG,0.589333333333333,204.203522483337,1456.12819493887,0,1041.43796466502,0,0,0,23.5619449019234,0,51.0508806208341,0,296.880505764235,0,122.522113490002,0,0,0,0,17849.4534622134,0,0,1640.1941085127,483.805268652828,0,3773.52401585938,0,0,0
694703-2021,2021,8,STTSTJ,SLRK,MEAN_RUG,0.396666666666667,0,1406.57742481012,0,0,0,0,0,0,0,0,0,14.1371669411541,0,0,0,0,0,0,3336.94473877164,0,0,2132.7565666874,387.986692718339,0,353.350633712512,0,0,0
719069-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.156,0,0,0,0,0,28.0387144332889,0,0,0,0,0,0,0,63.6172512351933,179.856179418016,0,0,11.3097335529233,0,0,0,191.008833338259,0,0,1334.46216544697,0,45.9457925587507,0
720480-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.278666666666667,0,419.716778519596,0,220.618344098343,0,0,203.575203952619,0,0,0,0,0,0,0,0,0,0,0,432.204609317616,0,0,718.011000977947,372.121649817711,0,3351.60812248227,0,0,0
720505-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.496666666666667,0,60.4756585816035,0,0,1107.4114103904,0,94.2477796076938,0,0,0,0,0,0,109.955742875643,0,0,0,0,49.4800842940392,0,0,561.559686829175,62.8318530717959,0,3912.85365004609,0,0,0
721907-2019,2019,7,STTSTJ,STT,MEAN_RUG,0.65,0,59.7688002345458,0,0,0,0,212.057504117311,22.3838476568273,0,0,0,0,0,0,282.743338823081,0,0,0,24943.9315102376,0,0,1683.34388360975,0,0,383.902622268673,0,0,0
721929-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.163333333333333,0,21.3628300444106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0276471377642,0,0,74.2201264410589,0,0,0
723296-2019,2019,8,STTSTJ,STT,MEAN_RUG,0.223333333333333,0,0,0,222.110600608798,0,141.096780054352,0,0,0,0,0,0,0,84.6659220142449,62.6747734391164,0,0,0,30.159289474462,0,0,530.811348732165,0,0,976.564076368387,0,44.5320758646353,0
699724-2021,2021,8,STTSTJ,MSR,MEAN_RUG,0.753333333333333,0,1103.56295938975,0,0,0,0,0,0,0,0,0,114.668131856027,0,0,0,0,0,0,7369.94074587263,0,0,1648.31512552222,0,0,325.468998911903,0,206.16701789183,0
701178-2021,2021,8,STTSTJ,STJ,MEAN_RUG,0.32,0,21.2057504117311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.69576693605,0,0,108.98184915303,0,0,0
